paperID,paper title,publish years,authors
1553244481,one class background model,2012-11-05,assaf glazer;michael lindenbaum;shaul markovitch
1553290137,best arm identification in multi armed bandits,2010-06-27,jeanyves audibert;sebastien bubeck
1555745080,large scale spectral clustering on graphs,2013-08-03,jialu liu;chi wang;marina danilevsky;jiawei han
1558712742,identifying users in social networks with limited information,2015-04-01,norases vesdapunt;hector garciamolina
1558800396,gaussian process vine copulas for multivariate dependence,2013-01-01,david lopezpaz;jose miguel hern ndezlobato;ghahramani zoubin
1558967143,fast single pair simrank computation,2010-01-01,pei li;hongyan liu;jeffrey xu yu;jun he;xiaoyong du
1563975843,online alternating direction method,2012-01-01,huahua wang;arindam banerjee
1565402342,learning rich features from rgb d images for object detection and segmentation,2014-09-06,saurabh gupta;ross b girshick;pablo arbelaez;pablo arbelaez;jitendra malik
1566109308,linked data selectors,2013-05-13,kai michael hover;max muhlhauser
1566123042,programming by feedback,2014-01-01,marc schoenauer;riad akrour;michele sebag;jeanchristophe souplet
1566831118,answer set programming,2010-01-01,ilkka niemel
1569089799,making sense of twitter,2010-11-07,david laniado;peter mika
1569946230,stochastic expectation propagation,2015-12-07,yingzhen li;jose miguel hernandezlobato;richard e turner
1570200465,distributed submodular maximization,2016-01-01,baharan mirzasoleiman;amin karbasi;rik sarkar;andreas krause
1571024744,the shogun machine learning toolbox,2010-03-01,soren sonnenburg;gunnar ratsch;sebastian henschel;christian widmer;jonas behr;alexander zien;fabio de bona;alexander binder;christian gehl;vojtěch franc
1571373514,robust visual tracking using dynamic classifier selection with sparse representation of label noise,2012-11-05,yuefeng chen;qing wang
1571385328,compress and control,2015-01-25,joel veness;marc g bellemare;marcus hutter;alvin j k chua;guillaume desjardins
1572771420,exact soft confidence weighted learning,2012-01-01,jialei wang;peilin zhao;steven c h hoi
1574850619,mad bayes map based asymptotic derivations from bayes,2013-01-01,tamara broderick;brian kulis;michael i jordan
1575599996,pose induction for novel object categories,2015-12-01,shubham tulsiani;joao carreira;jitendra malik
1575833922,exploring models and data for image question answering,2015-12-07,mengye ren;ryan kiros;richard s zemel
1576762698,motion interchange patterns for action recognition in unconstrained videos,2012-10-07,orit klipergross;yaron gurovich;tal hassner;lior wolf
1579917626,metric free natural gradient for joint training of boltzmann machines,2013-01-16,guillaume desjardins;razvan pascanu;aaron c courville;yoshua bengio
1583473670,open data challenges at facebook,2015-04-01,nathan bronson;thomas m lento;janet l wiener
1583904875,reasoning about preferences in intelligent agent systems,2011-07-16,simeon visser;john thangarajah;james harland
1585589143,anytime representation learning,2013-01-01,zhixiang eddie xu;matt j kusner;gao huang;kilian q weinberger
1588777214,kernel mean shrinkage estimators,2016-01-01,krikamol muandet;bharath k sriperumbudur;kenji fukumizu;arthur gretton;bernhard scholkopf
1590510366,unsupervised discovery of mid level discriminative patches,2012-10-07,saurabh singh;abhinav gupta;alexei a efros
1590650811,utilizing context in generative bayesian models for linked corpus,2010-07-11,saurabh kataria;prasenjit mitra;sumit bhatia
1591870335,render for cnn viewpoint estimation in images using cnns trained with rendered 3d model views,2015-12-01,hao su;charles ruizhongtai qi;yangyan li;leonidas j guibas
1593784838,competing with strategies,2013-01-01,wei han;alexander rakhlin;karthik sridharan
1594793942,block coordinate descent for sparse nmf,2013-01-15,vamsi k potluru;sergey m plis;jonathan le roux;barak a pearlmutter;vince d calhoun;thomas p hayes
1598067529,computational linguistics and natural language processing,2011-02-20,junichi tsujii
1598281290,two phase kernel estimation for robust motion deblurring,2010-09-05,li xu;jiaya jia
1598493612,step a scalable testing and evaluation platform,2014-09-05,maria christoforaki;panagiotis g ipeirotis
1601729531,exploiting self similarities for single frame super resolution,2010-11-08,chihyuan yang;jiabin huang;minghsuan yang
1601925768,highly available transactions virtues and limitations,2013-11-01,peter bailis;aaron davidson;alan fekete;ali ghodsi;joseph m hellerstein;ion stoica
1602017060,learning to transduce with unbounded memory,2015-12-07,edward grefenstette;karl moritz hermann;mustafa suleyman;phil blunsom
1603035390,adaptive transfer learning,2010-07-11,bin cao;sinno jialin pan;yu zhang;dit yan yeung;qiang yang
1604877073,neighborhood random classification,2012-05-29,djamel abdelkader zighed;diala ezzeddine;fabien rico
1605720444,dynamic programming the next step,2015-04-01,marius eich;guido moerkotte
1605734246,semi supervised domain adaptation with copulas,2012-01-01,david lopezpaz;jose miguel hernandezlobato;bernhard scholkopf
1606026565,continual on line planning,2010-05-07,sofia lemons
1607155960,a self policing policy language,2010-11-07,sebastian speiser;rudi studer
1619480882,dusk a dual structure preserving kernel for supervised tensor learning with applications to neuroimages,2014-01-01,lifang he;xiangnan kong;philip s yu;ann b ragin;zhifeng hao;xiaowei yang
1625275222,visualization support to interactive cluster analysis,2015-09-07,gennady l andrienko;natalia v andrienko
1628307106,learning multi modal similarity,2011-02-01,brian mcfee;gert r g lanckriet
1636916398,tutorial on social recommender systems,2014-04-07,ido guy
1642186374,transduction on directed graphs via absorbing random walks,2018-07-01,jaydeep de;xiaowei zhang;feng lin;li cheng
1644641054,multi view convolutional neural networks for 3d shape recognition,2015-12-01,hang su;subhransu maji;evangelos kalogerakis;erik g learnedmiller
1646152356,gradient estimation using stochastic computation graphs,2015-12-07,john schulman;nicolas heess;theophane weber;pieter abbeel
1650334536,strings over intervals,2011-07-01,tim fernando
1654947107,reweighted wake sleep,2015-01-01,jorg bornschein;yoshua bengio
1661149683,understanding deep features with computer generated imagery,2015-12-01,mathieu aubry;bryan c russell
1666690886,max margin deep generative models,2015-12-07,chongxuan li;jun zhu;tianlin shi;bo zhang
1667830255,knowing what to believe when you already know something,2010-08-01,jeff pasternack;dan roth
1677182931,delving deep into rectifiers surpassing human level performance on imagenet classification,2015-12-01,kaiming he;xiangyu zhang;shaoqing ren;jian sun
1679428431,m atoll a framework for the lexicalization of ontologies in multiple languages,2014-10-19,sebastian walter;christina unger;philipp cimiano
1682639223,lyrics music and emotions,2012-07-01,rada mihalcea;carlo strapparava
1685785959,the information sieve,2016-06-19,greg ver steeg;aram galstyan
1686241726,verifying computations with streaming interactive proofs,2011-09-01,graham cormode;justin thaler;ke yi
1686712245,which topic will you follow,2012-09-24,deqing yang;yanghua xiao;bo xu;hanghang tong;wei wang;sheng huang
1686810756,very deep convolutional networks for large scale image recognition,2015-01-01,karen simonyan;andrew zisserman
1690739335,fitnets hints for thin deep nets,2015-01-01,adriana romero;nicolas ballas;samira ebrahimi kahou;antoine chassang;carlo gatta;yoshua bengio
1691728462,deep convolutional inverse graphics network,2015-12-07,tejas d kulkarni;william f whitney;pushmeet kohli;joshua b tenenbaum
1693986406,entropy search for information efficient global optimization,2012-01-01,philipp hennig;christian j schuler
1714665356,a biterm topic model for short texts,2013-05-13,xiaohui yan;jiafeng guo;yanyan lan;xueqi cheng
1718257212,will this paper increase your h index,2015-09-07,yuxiao dong;reid a johnson;nitesh v chawla
1720514416,autorec autoencoders meet collaborative filtering,2015-05-18,suvash sedhain;aditya krishna menon;scott sanner;lexing xie
1724705265,coevolve a joint point process model for information diffusion and network evolution,2017-01-01,mehrdad farajtabar;yichen wang;manuel gomezrodriguez;shuang li;hongyuan zha;le song
1726305147,modelling structured societies,2015-12-01,davide nunes;luis antunes
1729367118,variable selection is hard,2015-01-01,dean p foster;howard j karloff;justin thaler
1731081199,domain adversarial training of neural networks,2016-01-01,yaroslav ganin;evgeniya ustinova;hana ajakan;pascal germain;hugo larochelle;francois laviolette;mario marchand;victor s lempitsky
1731837219,interest based rdf update propagation,2015-10-11,kemele m endris;sidra faisal;fabrizio orlandi;soren auer;simon scerri
1744759976,p cnn pose based cnn features for action recognition,2015-12-01,guilhem cheron;ivan laptev;cordelia schmid
1745334888,learning deconvolution network for semantic segmentation,2015-12-01,hyeonwoo noh;seunghoon hong;bohyung han
1749183249,dynamic programming for approximate expansion algorithm,2012-10-07,olga veksler
1750591676,distribution to distribution regression,2013-01-01,junier b oliva;barnabas poczos;jeff g schneider
1754293002,machine learning that matters,2012-01-01,kiri l wagstaff
1756061918,machine learning for robotics,2012-09-24,pieter abbeel
1757117718,discriminative experimental design,2011-09-05,yu zhang;dit yan yeung
1760407951,tilt transform invariant low rank textures,2010-11-08,zhengdong zhang;xiao liang;arvind ganesh;yi ma
1762092152,learning to hire teams,2015-09-23,adish singla;eric horvitz;pushmeet kohli;andreas krause
1763021057,multi task learning with group specific feature space sharing,2015-09-07,niloofar yousefi;michael georgiopoulos;georgios c anagnostopoulos
1764474518,one class classification with gaussian processes,2010-11-08,michael kemmler;erik rodner;joachim denzler
1771410628,trust region policy optimization,2015-01-01,john schulman;sergey levine;pieter abbeel;michael i jordan;philipp moritz
1771459135,grid long short term memory,2016-01-01,nal kalchbrenner;ivo danihelka;alex graves
1772650917,stereo matching by training a convolutional neural network to compare image patches,2016-01-01,jure žbontar;yann lecun
1773179558,visual learning of arithmetic operations,2016-02-12,yedid hoshen;shmuel peleg
1775414741,re using media on the web,2014-04-07,lyndon j b nixon;vasileios mezaris;raphael troncy
1777904572,weakly supervised learning of objects attributes and their associations,2014-09-06,zhiyuan shi;yongxin yang;timothy m hospedales;tao xiang
1779483307,importance weighted autoencoders,2016-01-01,yuri burda;roger b grosse;ruslan salakhutdinov
1783362711,rethinking lda moment matching for discrete ica,2015-12-07,anastasia podosinnikova;francis r bach;simon lacostejulien
1789187189,car that knows before you do anticipating maneuvers via learning temporal driving models,2015-12-01,ashesh jain;hema swetha koppula;bharad raghavan;shane soh;ashutosh saxena
1789270875,the extended parameter filter,2013-01-01,yusuf bugra erol;yusuf bugra erol;lei li;lei li;bharath ramsundar;russell stuart
1793121960,end to end memory networks,2015-12-07,sainbayar sukhbaatar;arthur szlam;jason weston;rob fergus
1799366690,network in network,2014-01-01,min lin;qiang chen;shuicheng yan
1806386184,a snapshot of the owl web,2013-10-21,nicolas matentzoglu;samantha bail;bijan parsia
1808474944,ldv light weight database virtualization,2015-04-01,quan pham;tanu malik;boris glavic;ian t foster
1809492646,harmonic exponential families on manifolds,2015-01-01,taco s cohen;max welling;max welling;max welling
1812645736,deep structured output learning for unconstrained text recognition,2015-01-01,max jaderberg;max jaderberg;karen simonyan;karen simonyan;andrea vedaldi;andrew zisserman;andrew zisserman
1813736802,counting with the crowd,2012-12-01,adam marcus;david r karger;samuel madden;robert c miller;sewoong oh
1814353042,feature budgeted random forest,2015-01-01,feng nan;joseph wang;venkatesh saligrama
1815811802,network consistent data association,2016-09-01,anirban chakraborty;abir das;amit k roychowdhury
1816313093,neural machine translation of rare words with subword units,2016-01-01,rico sennrich;barry haddow;alexandra birch
1819675375,learning from constraints,2011-09-05,marco gori
1826694107,a linear dynamical system model for text,2015-01-01,david belanger;sham m kakade
1827297289,multi digit number recognition from street view imagery using deep convolutional neural networks,2014-01-01,ian j goodfellow;yaroslav bulatov;julian ibarz;sacha christophe arnoud;vinay damodar shet
